"Sample","Subgenome","APP","GAP","IBR","PGI","TRNGR"
"C_ten_16972_MN","C_ten_16972_MN_A1","","","","",""
"C_ten_16972_MN","C_ten_16972_MN_B1","","","","",""
"C_ten_16972_MN","C_ten_16972_MN_A2","","","","",""
"C_ten_16972_MN","C_ten_16972_MN_B2","","","","",""
